#mapping_set_id: https://w3id.org/sssom/commons/mouse-human/mappings/mp_hp_mgi_all.sssom.tsv
#mapping_set_title: All mappings of MP terms to HPO terms generated by MGI
#mapping_set_description: "Consolidated list of all HPO to MP mappings done by MGI. In the comments section the project that was the source of the list is listed. Some terms came from more than one source. The KidsFirst list was a list of HPO terms provided by the KidsFirst team from the set of terms used for patients in their cohorts. The scoliosis, Alzheimer, cleft palate, Down Syndrome, CHARGE Syndrome, Cornelia De Lange Syndrome, and COVID term sets were generated by MGI for symptoms or phenotypes associated with the disease. For the COVID set the references for each sign or symptom are listed in the Other column. Initially the mapping dates for the KidsFirst mappings were not tracked, so these were given the date of when we received the file (5/27/21).  The scoliosis, cleft palate, Down Syndrome, CHARGE Syndrome, and Cornelia De Lange Syndrome sets consist of MP terms that are associated with mouse models of scoliosis. For Down Syndrome, CHARGE Syndrome, and Cornelia De Lange Syndrome HPO terms associated with each disease were also pulled from the HPO files for mapping. The Alzheimer and COVID sets were created by identifying symptoms and signs for patients from the literature then identifying the relevant MP and HP terms and finally mapping the identified terms to terms in the other ontology. Use of skos mappings terms: exact match: MP term is the same as the HPO term, ignoring that the HP term applies only to humans; broad match: HPO term covers more than the MP term, ignoring the species restriction; narrow match: HPO term is more restricted than the MP term; related match: MP term and HPO term share some similarity but would not have a parent-child relation in a shared ontology."
#creator_id:
# - orcid:0000-0003-4606-0597
# - orcid:0000-0002-6490-7723
# - orcid:0000-0003-2307-1226
# - ror:021sy4w91
# - wikidata:Q1951035
#license: https://creativecommons.org/licenses/by/4.0/
#object_source: obo:hp
#subject_source: obo:mp
#curie_map:
# HP: http://purl.obolibrary.org/obo/HP_
# MP: http://purl.obolibrary.org/obo/MP_
# skos: http://www.w3.org/2004/02/skos/core#
# orcid: https://orcid.org/
# ror: https://ror.org/
# wikidata: https://www.wikidata.org/wiki/
# obo: http://purl.obolibrary.org/obo/
# semapv: https://w3id.org/semapv/vocab/
object_id	object_label	predicate_id	confidence	subject_id	subject_label	mapping_justification	author_id	mapping_date	comment	other
HP:0032892	Infection-skos:relatedMatch seizure	skos:broadMatch	1	MP:0000947	convulsive seizures	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID; for relation to symptom - is a convulsion always considered a seizure by clinicinans? MP broader than HPO term as MP does not include the cause of the phenotype in the term definition	PMID:32266761
HP:0032929	Abnormal chondrocyte morphology	skos:exactMatch	1	MP:0000166	abnormal chondrocyte morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-28	scoliosis	
HP:0033006	Diffuse alveolar damage	skos:exactMatch	1	MP:0031237	diffuse alveolar damage	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32364264
HP:0033031	Hyperpyrexia	skos:broadMatch	1	MP:0011016	increased core body temperature	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32519768
HP:0033041	Cytokine storm	skos:exactMatch	1	MP:0031066	cytokine storm	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32505227, PMID:31986264
HP:0033050	Pharyngalgia	skos:relatedMatch	1	MP:0031095	pharyngitis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID; MP term related synonym = sore throat	PMID:32574165, PMID:32586739, PMID:32133578
HP:0033106	Elevated circulating D-dimer concentration	skos:exactMatch	1	MP:0031083	increased circulating D-dimer level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32007143, PMID:32311826, PMID:32620220
HP:0033178	Increased circulating interleukin 8	skos:exactMatch	1	MP:0011714	increased circulating interleukin-8 level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32387470, PMID:31986264
HP:0033199	Increased circulating interleukin 10	skos:exactMatch	1	MP:0008593	increased circulating interleukin-10 level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32387470, PMID:31986264
HP:0033328	Type II pneumocyte hyperplasia	skos:narrowMatch	0.8	MP:0031238	reactive type II pneumocyte hyperplasia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID; COVID; reactive - incorporates cause of hyperplasia as following lung injury, the definition for the HP term specifies enlargement, which I find ambiguos in meaning; submitted a ticket to get this clarified	PMID:32427582, PMID:32817204
HP:0033332	Elevated circulating amyloid A	skos:exactMatch	1	MP:0031234	increased circulating serum amyloid protein level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID; serum is part of the name of the protein	PMID:32277967, PMID:32475810, https://www.researchsquare.com/article/rs-19724/v1
HP:0033363	Hyaline membranes	skos:exactMatch	0.9	MP:0011018	pulmonary hyaline membrane formation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32526193
HP:0033376	Alveolar septal thickening	skos:broadMatch	1	MP:0001179	thick pulmonary interalveolar septum	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID; thickening implies a change from normal to thick while the MP term covers cases where the septum was always thicker so we mapped the MP to HPO as skos:broadMatch	PMID: 32526193
HP:0033438	Elevated circulating myoglobin concentration	skos:exactMatch	1	MP:0031108	increased circulating myoglobin level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32007143, PMID:32653160
HP:0033655	Pulmonary cavity	skos:exactMatch	1	MP:0031119	pulmonary cavitation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32636231, PMID:32527136, https://doi.org/10.1101/2020.08.15.20175869, https://doi.org/10.1186/s43055-020-00223-0
HP:0033977	Talar aplasia	skos:narrowMatch	1	MP:0005110	absent talus	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis; MP does not specify congentital	
HP:0033993	Viral encephalitis	skos:broadMatch	1	MP:0006082	CNS inflammation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32464367
HP:0040064	Abnormality of limbs	skos:broadMatch	1	MP:0000546	abnormal limb morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst; MP has morphology term and a general limb/digit/tail phenotype term but not a general limb abnormality term (that would cover morphology and physiology)	
HP:0040071	Abnormal morphology of ulna	skos:broadMatch	1	MP:0004359	short ulna	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-08-02	scoliosis; HPO ticket 7615	
HP:0040106	Morphological abnormality of the lateral semicircular canal	skos:exactMatch	1	MP:0000037	abnormal lateral semicircular canal morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst	
HP:0040186	Maculopapular exanthema	skos:broadMatch	1	MP:0031103	skin rash	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32390279
HP:0040218	Reduced natural killer cell count	skos:exactMatch	1	MP:0008045	decreased NK cell number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32505227
HP:0040223	Pulmonary hemorrhage	skos:exactMatch	1	MP:0001182	lung hemorrhage	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:34433686, PMID:34479651, PMID:33481385
HP:0040246	Reduced antithrombin antigen	skos:exactMatch	1	MP:0012325	decreased circulating antithrombin level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32311826
HP:0040303	Decreased serum iron	skos:narrowMatch	1	MP:0004151	decreased circulating iron level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2023-11-15	COVID; in this case serum iron would be a child of blood iron, HPO definition specifies serum	PMID:32509258
HP:0041051	Ageusia	skos:exactMatch	1	MP:0031090	ageusia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32464367, PMID:32383370
HP:0041079	Decreased body fat percentage	skos:relatedMatch	0.9	MP:0014143	decreased body fat mass	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis	
HP:0045005	Neural tube defect	skos:narrowMatch	1	MP:0003720	abnormal neural tube closure	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-26	KidsFirst; note neural tube defects is a synonym of abnormal neural tube morphology in the MP but the HPO term specfies a defect in closure; the MP term specifies any anomaly in closure and could thus cover premature closure while the HPO term specifies fails to close. In practice the child terms of the MP term all relate to failure or delay of closure	
HP:0045014	Hypolipidemia	skos:exactMatch	1	MP:0031206	hypolipidemia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32430154, https://doi.org/10.1101/2020.10.06.20207092
HP:0100240	Synostosis of joints	skos:exactMatch	1	MP:0003189	fused joints	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-08-02	scoliosis	
HP:0100256	Senile plaques	skos:broadMatch	0.9	MP:0003329	amyloid beta deposits	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0003-2307-1226	2023-11-15	Alzheimer	
HP:0100309	Subdural hemorrhage	skos:exactMatch	1	MP:0031117	subdural hemorrhage	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32738585
HP:0100315	Lewy bodies	skos:exactMatch	1	MP:0014065	Lewy bodies	semapv:ManualMappingCuration	orcid:0000-0003-2307-1226	2021-07-29	Alzheimer	
HP:0100333	Unilateral cleft lip	skos:narrowMatch	1	MP:0005170	cleft upper lip	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-26	KidsFirst	
HP:0100336	Bilateral cleft lip	skos:narrowMatch	1	MP:0005170	cleft upper lip	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-02-02	KidsFirst	
HP:0100520	Oliguria	skos:exactMatch	1	MP:0003620	oliguria	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32533197
HP:0100540	Palpebral edema	skos:exactMatch	1	MP:0006167	eyelid edema	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32310553
HP:0100542	Abnormal localization of kidney	skos:broadMatch	1	MP:0003600	ectopic kidney	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723	2021-09-20	KidsFirst; Ectopic kidney HP:0000086 is a child term of Abnormal localization of kidney HP:0100542	
HP:0100543	Cognitive impairment	skos:relatedMatch	0.7	MP:0002571	senility	semapv:ManualMappingCuration	orcid:0000-0003-2307-1226	2021-07-29	Alzheimer	
HP:0100543	Cognitive impairment	skos:broadMatch	1	MP:0014114	abnormal cognition	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:33111132
HP:0100545	Arterial stenosis	skos:exactMatch	1	MP:0006135	artery stenosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst	
HP:0100588	Paraphimosis	skos:exactMatch	1	MP:0010033	paraphimosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-08-02	scoliosis	
HP:0100598	Pulmonary edema	skos:exactMatch	1	MP:0003828	pulmonary edema	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32526193
HP:0100598	Pulmonary edema	skos:narrowMatch	1	MP:0010894	pulmonary alveolar edema	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32526193
HP:0100614	Myositis	skos:exactMatch	1	MP:0004510	myositis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32535934, PMID:32419753, PMID:32542129
HP:0100633	Esophagitis	skos:exactMatch	1	MP:0003278	esophageal inflammation	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723	2021-09-20	KidsFirst	
HP:0100659	Abnormality of the cerebral vasculature	skos:narrowMatch	1	MP:0004950	abnormal brain vasculature morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst; MP does not have a term for cerebral vasculature, whole brain term would be the parent if we added that term, we do have terms for cerebral arteries, add new term for abnormal cerebral vascular morphology, there are a number of annotations to the general brain term that could move	
HP:0100671	Abnormal trabecular bone morphology	skos:exactMatch	1	MP:0000130	abnormal trabecular bone morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis; MP and HP eqs use different Uberon terms	
HP:0100671	Abnormal trabecular bone morphology	skos:broadMatch	1	MP:0009346	decreased trabecular bone thickness	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-08-01	scoliosis	
HP:0100671	Abnormal trabecular bone morphology	skos:broadMatch	1	MP:0010879	decreased trabecular bone volume	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-08-01	scoliosis	
HP:0100711	Abnormal thoracic spine morphology	skos:narrowMatch	1	MP:0004703	abnormal vertebral column morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-27	KidsFirst; many annotations specify thoracic spinal column ticket https://github.com/mgijax/mammalian-phenotype-ontology/issues/3498	
HP:0100712	Abnormal lumbar spine morphology	skos:broadMatch	0.9	MP:0003049	abnormal lumbar vertebrae morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-28	scoliosis; HP definition lumbar vertebral column, which I assume would include non-vertebral elements, also this is a sibling of the vertebral term	
HP:0100724	Hypercoagulability	skos:exactMatch	1	MP:0031214	hypercoagulability	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32354800, PMID:32748336
HP:0100750	Atelectasis	skos:exactMatch	1	MP:0001177	atelectasis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:34825929
HP:0100758	Gangrene	skos:exactMatch	1	MP:0031126	gangrene	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32359711
HP:0100758	Gangrene	skos:narrowMatch	1	MP:0031127	dry gangrene	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32447934, PMID:32495913, PMID:32731141
HP:0100777	Exostoses	skos:exactMatch	1	MP:0009877	exostosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-08-01	scoliosis; KidsFirst	
HP:0100802	Malposition of the stomach	skos:narrowMatch	0.9	MP:0010807	abnormal stomach position or orientation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-02-02	KidsFirst; MP term covers position and rotation but HP term is only position, some uncertainty if the intent was for malrotation to have a separate term	
HP:0100806	Sepsis	skos:exactMatch	1	MP:0005044	sepsis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32439197
HP:0200012	Short corpus callosum	skos:narrowMatch	1	MP:0000781	decreased corpus callosum size	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723	2021-12-20	KidsFirst; HPO provides no textutal definition	
HP:0200023	Priapism	skos:exactMatch	1	MP:0003415	priapism	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32732087
HP:0200029	Vasculitis in the skin	skos:broadMatch	1	MP:0001863	blood vessel inflammation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32378747, PMID:32453865, PMID:32441876
HP:0200037	Skin vesicle	skos:broadMatch	1	MP:0001208	blistering	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32348545
HP:0200151	Cutaneous mastocytosis	skos:narrowMatch	1	MP:0000324	increased mast cell number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-02-07	KidsFirst; https://github.com/mgijax/mammalian-phenotype-ontology/issues/3510	
HP:0410030	Cleft lip	skos:broadMatch	1	MP:0005170	cleft upper lip	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst; HP term applies to either upper or lower lip	
HP:0410042	Abnormal liver morphology	skos:exactMatch	1	MP:0000598	abnormal liver morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst	
HP:0410170	Hippocampal atrophy	skos:exactMatch	1	MP:0030003	hippocampus atrophy	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0003-2307-1226	2023-11-15	Alzheimer	
HP:0410173	Increased troponin I level in blood	skos:exactMatch	1	MP:0031079	increased circulating troponin I level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32255359, PMID:32311826, PMID:32620220
HP:0410174	Increased troponin T level in blood	skos:exactMatch	1	MP:0031078	increased circulating troponin T level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32255359, PMID:32311826
HP:0410264	Subglottic hemangioma	skos:relatedMatch	0.8	MP:0002947	increased hemangioma incidence	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723|orcid:0000-0003-4606-0597	2021-05-27	KidsFirst; MP term covers all types of hemangiomas, not sure if related or broad is the better match term	
HP:0410271	Laryngeal hemangioma	skos:relatedMatch	1	MP:0002947	increased hemangioma incidence	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-02-07	KidsFirst; both broad and related, no annotations in MGI	
HP:0410275	Lumbosacral hemangioma	skos:relatedMatch	1	MP:0002947	increased hemangioma incidence	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-02-07	KidsFirst; both broad and related, no annotations in MGI	
HP:0000174	Abnormal palate morphology	skos:broadMatch	1	MP:0009886	failure of palatal shelf elevation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-14		
HP:0000174	Abnormal palate morphology	skos:broadMatch	1	MP:0009653	abnormal palate development	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-14		
HP:0000157	Abnormality of the tongue	skos:broadMatch	1	MP:0031443	abnormal tongue position	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-14		
HP:0008872	Feeding difficulties in infancy	skos:broadMatch	1	MP:0009546	absent gastric milk in neonates	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-14		
HP:0001522	Death in infancy	skos:relatedMatch	0.9	MP:0011110	preweaning lethality, incomplete penetrance	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-14		
HP:0003819	Death in childhood	skos:relatedMatch	0.9	MP:0011110	preweaning lethality, incomplete penetrance	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-14		
HP:0000271	Abnormality of the face	skos:broadMatch	1	MP:0000445	short snout	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-14		
HP:0000929	Abnormal skull morphology	skos:narrowMatch	1	MP:0002116	abnormal craniofacial bone morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-14		
HP:0430000	Abnormal frontal bone morphology	skos:exactMatch	1	MP:0000107	abnormal frontal bone morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-14		
HP:0000419	Abnormality of the nasal septum	skos:exactMatch	0.9	MP:0002239	abnormal nasal septum morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-14	The MP term includes the vomeronasal organ that is not found in the HPO, UBERON does not have the vomeronasal organ as part of the septum, possibly the MP organization should be changed?	
HP:0010291	Prominent palatine ridges	skos:narrowMatch	1	MP:0009652	abnormal palatal rugae morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-14		
HP:0000174	Abnormal palate morphology	skos:broadMatch	1	MP:0031460	abnormal palatal shelf morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-14		
HP:0010758	Abnormality of the premaxilla	skos:exactMatch	0.9	MP:0002820	abnormal premaxilla morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15	calling this exact based on placement in the morphology branch, despite lack of morphology reference in label or definition	
HP:0410000	Abnormal vomer morphology	skos:exactMatch	1	MP:0000098	abnormal vomer bone morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15		
HP:0000589	Coloboma	skos:exactMatch	1	MP:0005262	coloboma	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15		
HP:0430003	Abnormal palatine bone morphology	skos:broadMatch	1	MP:0009895	decreased palatine bone horizontal plate size	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15		
HP:0000174	Abnormal palate morphology	skos:broadMatch	1	MP:0021166	delayed palatal shelf elevation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15		
HP:0000252	Microcephaly	skos:narrowMatch	0.9	MP:0000433	microcephaly	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-11-15	HPO term has specifics for when this would be called in humans that I interpret as more extreme than how the MP term would be applied	
HP:0003811	Neonatal lethal	skos:exactMatch	1	MP:0011087	neonatal lethality, complete penetrance	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15		
HP:0000174	Abnormal palate morphology	skos:broadMatch	1	MP:0009888	palatal shelves fail to meet at midline	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15		
HP:0000174	Abnormal palate morphology	skos:broadMatch	1	MP:0009892	palate bone hypoplasia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15		
HP:0003811	Neonatal lethal	skos:narrowMatch	1	MP:0011090	perinatal lethality, incomplete penetrance	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15		
HP:0011830	Abnormal oral mucosa morphology	skos:broadMatch	1	MP:0030183	persistent oronasal membrane	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15		
HP:0000347	Micrognathia	skos:relatedMatch	1	MP:0000088	short mandible	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15		
HP:0000326	Abnormality of the maxilla	skos:broadMatch	1	MP:0000097	short maxilla	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15		
HP:0010758	Abnormality of the premaxilla	skos:broadMatch	1	MP:0000091	short premaxilla	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15		
HP:0000347	Micrognathia	skos:relatedMatch		MP:0004592	small mandible	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15		
HP:0006477	Abnormality of the alveolar ridges	skos:exactMatch	0.9	MP:0004189	abnormal alveolar process morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-12-15		
HP:0012303	Abnormal aortic arch morphology	skos:broadMatch	1	MP:0010464	abnormal aortic arch and aortic arch branch attachment	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-09		
HP:0000234	Abnormality of the head	skos:broadMatch	1	MP:0003935	abnormal craniofacial development	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-09		
HP:0100737	Abnormal hard palate morphology	skos:exactMatch	0.9	MP:0003756	abnormal hard palate morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-09	HPO ticket to remove cleft palate as a child of this term, some uncertainty based on lack of text definition	
HP:0011063	Abnormal incisor morphology	skos:exactMatch	1	MP:0005358	abnormal incisor morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-09		
HP:0030791	Abnormal jaw morphology	skos:narrowMatch	1	MP:0000454	abnormal jaw morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-09	MP includes more than just the mandible and maxilla, including dentition as part of the jaw, HPO restricts the definition to mandible and maxilla, dentition is in a different branch entirely	
HP:0000277	Abnormal mandible morphology	skos:exactMatch	1	MP:0000458	abnormal mandible morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-09		
HP:0000326	Abnormality of the maxilla	skos:broadMatch	1	MP:0004538	abnormal maxillary shelf morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-09		
HP:0000234	Abnormality of the head	skos:broadMatch	1	MP:0009903	abnormal medial nasal prominence morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-09		
HP:0010939	Abnormal nasal bone morphology	skos:exactMatch	1	MP:0000102	abnormal nasal bone morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-09		
HP:0005105	Abnormal nasal morphology	skos:broadMatch	1	MP:0004726	abnormal nasal capsule morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-09		
HP:0100737	Abnormal hard palate morphology	skos:broadMatch	1	MP:0009887	abnormal palatal shelf fusion at midline	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-09		
HP:0430003	Abnormal palatine bone morphology	skos:exactMatch	0.9	MP:0005249	abnormal palatine bone morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-09	HPO placement and label suggest this term should be limited to morphology but definition just states 'abnormality' which could be broader	
HP:0000174	Abnormal palate morphology	skos:broadMatch	1	MP:0009654	abnormal primary palate development	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-09		
HP:0100737	Abnormal hard palate morphology	skos:broadMatch	1	MP:0009655	abnormal secondary palate development	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-09		
HP:0004303	Abnormal muscle fiber morphology	skos:exactMatch	1	MP:0003084	abnormal skeletal muscle fiber morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-30		
HP:0100736	Abnormal soft palate morphology	skos:exactMatch	1	MP:0003154	abnormal soft palate morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-30		
HP:0430014	Abnormality of musculature of soft palate	skos:exactMatch	1	MP:0030224	abnormal soft palate muscle morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-30		
HP:0000174	Abnormal palate morphology	skos:broadMatch	1	MP:0009882	absent palatal shelf	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-30		
HP:0430003	Abnormal palatine bone morphology	skos:broadMatch	1	MP:0000431	absent palatine bone horizontal plate	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-30		
HP:0000324	Facial asymmetry	skos:broadMatch	1	MP:0008862	asymmetric snout	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-30		
HP:0001156	Brachydactyly	skos:exactMatch	1	MP:0002544	brachydactyly	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-01-30		
