p1,p2,cat,label_x,label_y,o1,o2
http://purl.obolibrary.org/obo/HP_0001539,http://purl.obolibrary.org/obo/MP_0003052,lexical,Omphalocele (HPO),omphalocele (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003052,http://purl.obolibrary.org/obo/HP_0001539,lexical,omphalocele (MPO),Omphalocele (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0031259,http://purl.obolibrary.org/obo/MP_0001868,lexical,Oophoritis (HPO),ovary inflammation (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0001868,http://purl.obolibrary.org/obo/HP_0031259,lexical,ovary inflammation (MPO),Oophoritis (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0003688,http://purl.obolibrary.org/obo/HP_0000597,lexical,ophthalmoparesis (MPO),Ophthalmoparesis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000597,http://purl.obolibrary.org/obo/MP_0003688,lexical,Ophthalmoparesis (HPO),ophthalmoparesis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003689,http://purl.obolibrary.org/obo/HP_0000602,lexical,ophthalmoplegia (MPO),Ophthalmoplegia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000602,http://purl.obolibrary.org/obo/MP_0003689,lexical,Ophthalmoplegia (HPO),ophthalmoplegia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0002880,http://purl.obolibrary.org/obo/HP_0002179,lexical,opisthotonus (MPO),Opisthotonus (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0002179,http://purl.obolibrary.org/obo/MP_0002880,lexical,Opisthotonus (HPO),opisthotonus (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0000648,http://purl.obolibrary.org/obo/MP_0001059,lexical,Optic atrophy (HPO),optic nerve atrophy (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0001059,http://purl.obolibrary.org/obo/HP_0000648,lexical,optic nerve atrophy (MPO),Optic atrophy (HPO),MP,HP
http://purl.obolibrary.org/obo/XPO_0125629,http://purl.obolibrary.org/obo/HP_0012521,lexical,absent optic nerve (XPO),Optic nerve aplasia (HPO),XPO,HP
http://purl.obolibrary.org/obo/HP_0012521,http://purl.obolibrary.org/obo/XPO_0125629,lexical,Optic nerve aplasia (HPO),absent optic nerve (XPO),HP,XPO
http://purl.obolibrary.org/obo/MP_0010716,http://purl.obolibrary.org/obo/MP_0010717,lexical,optic disk coloboma (MPO),optic nerve coloboma (MPO),MP,MP
http://purl.obolibrary.org/obo/MP_0010717,http://purl.obolibrary.org/obo/MP_0010716,lexical,optic nerve coloboma (MPO),optic disk coloboma (MPO),MP,MP
http://purl.obolibrary.org/obo/HP_0007807,http://purl.obolibrary.org/obo/MP_0006220,lexical,Optic nerve compression (HPO),optic nerve compression (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0006220,http://purl.obolibrary.org/obo/HP_0007807,lexical,optic nerve compression (MPO),Optic nerve compression (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0001093,http://purl.obolibrary.org/obo/MP_0001330,lexical,Optic nerve dysplasia (HPO),abnormal optic nerve morphology (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0001330,http://purl.obolibrary.org/obo/HP_0001093,lexical,abnormal optic nerve morphology (MPO),Optic nerve dysplasia (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0006221,http://purl.obolibrary.org/obo/HP_0000609,lexical,optic nerve hypoplasia (MPO),Optic nerve hypoplasia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000609,http://purl.obolibrary.org/obo/MP_0006221,lexical,Optic nerve hypoplasia (HPO),optic nerve hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0100653,http://purl.obolibrary.org/obo/MP_0030991,lexical,Optic neuritis (HPO),optic nerve inflammation (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030991,http://purl.obolibrary.org/obo/HP_0100653,lexical,optic nerve inflammation (MPO),Optic neuritis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0001138,http://purl.obolibrary.org/obo/MP_0006222,lexical,Optic neuropathy (HPO),optic neuropathy (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0006222,http://purl.obolibrary.org/obo/HP_0001138,lexical,optic neuropathy (MPO),Optic neuropathy (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0013492,http://purl.obolibrary.org/obo/HP_0030934,lexical,oral erythroplakia (MPO),Oral erythroplakia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0030934,http://purl.obolibrary.org/obo/MP_0013492,lexical,Oral erythroplakia (HPO),oral erythroplakia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003751,http://purl.obolibrary.org/obo/HP_0002745,lexical,oral leukoplakia (MPO),Oral leukoplakia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0002745,http://purl.obolibrary.org/obo/MP_0003751,lexical,Oral leukoplakia (HPO),oral leukoplakia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0001875,http://purl.obolibrary.org/obo/HP_0100796,lexical,testis inflammation (MPO),Orchitis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0100796,http://purl.obolibrary.org/obo/MP_0001875,lexical,Orchitis (HPO),testis inflammation (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030612,http://purl.obolibrary.org/obo/HP_0001992,lexical,organic aciduria (MPO),Organic aciduria (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0001992,http://purl.obolibrary.org/obo/MP_0030612,lexical,Organic aciduria (HPO),organic aciduria (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0003532,http://purl.obolibrary.org/obo/MP_0020402,lexical,Ornithinuria (HPO),ornithinuria (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0020402,http://purl.obolibrary.org/obo/HP_0003532,lexical,ornithinuria (MPO),Ornithinuria (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0011765,http://purl.obolibrary.org/obo/HP_0003218,lexical,oroticaciduria (MPO),Oroticaciduria (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0003218,http://purl.obolibrary.org/obo/MP_0011765,lexical,Oroticaciduria (HPO),oroticaciduria (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0040162,http://purl.obolibrary.org/obo/MP_0009675,lexical,Orthokeratosis (HPO),orthokeratosis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0009675,http://purl.obolibrary.org/obo/HP_0040162,lexical,orthokeratosis (MPO),Orthokeratosis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0025080,http://purl.obolibrary.org/obo/MP_0009675,lexical,Orthokeratotic hyperkeratosis (HPO),orthokeratosis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0009675,http://purl.obolibrary.org/obo/HP_0025080,lexical,orthokeratosis (MPO),Orthokeratotic hyperkeratosis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0002758,http://purl.obolibrary.org/obo/MP_0003560,lexical,Osteoarthritis (HPO),osteoarthritis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003560,http://purl.obolibrary.org/obo/HP_0002758,lexical,osteoarthritis (MPO),Osteoarthritis (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0010079,http://purl.obolibrary.org/obo/HP_0030431,lexical,increased osteochondroma incidence (MPO),Osteochondroma (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0030431,http://purl.obolibrary.org/obo/MP_0010079,lexical,Osteochondroma (HPO),increased osteochondroma incidence (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0002797,http://purl.obolibrary.org/obo/MP_0004992,lexical,Osteolysis (HPO),increased bone resorption (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0004992,http://purl.obolibrary.org/obo/HP_0002797,lexical,increased bone resorption (MPO),Osteolysis (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0009445,http://purl.obolibrary.org/obo/HP_0002749,lexical,osteomalacia (MPO),Osteomalacia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0002749,http://purl.obolibrary.org/obo/MP_0009445,lexical,Osteomalacia (HPO),osteomalacia (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0002754,http://purl.obolibrary.org/obo/MP_0005190,lexical,Osteomyelitis (HPO),osteomyelitis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0005190,http://purl.obolibrary.org/obo/HP_0002754,lexical,osteomyelitis (MPO),Osteomyelitis (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0000063,http://purl.obolibrary.org/obo/HP_0000938,lexical,decreased bone mineral density (MPO),Osteopenia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000938,http://purl.obolibrary.org/obo/MP_0000063,lexical,Osteopenia (HPO),decreased bone mineral density (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0011002,http://purl.obolibrary.org/obo/MP_0000067,lexical,Osteopetrosis (HPO),osteopetrosis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0000067,http://purl.obolibrary.org/obo/HP_0011002,lexical,osteopetrosis (MPO),Osteopetrosis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000939,http://purl.obolibrary.org/obo/MP_0000066,lexical,Osteoporosis (HPO),osteoporosis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0000066,http://purl.obolibrary.org/obo/HP_0000939,lexical,osteoporosis (MPO),Osteoporosis (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0004897,http://purl.obolibrary.org/obo/HP_0000362,lexical,otosclerosis (MPO),Otosclerosis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000362,http://purl.obolibrary.org/obo/MP_0004897,lexical,Otosclerosis (HPO),otosclerosis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003579,http://purl.obolibrary.org/obo/HP_0025318,lexical,increased ovarian carcinoma incidence (MPO),Ovarian carcinoma (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0025318,http://purl.obolibrary.org/obo/MP_0003579,lexical,Ovarian carcinoma (HPO),increased ovarian carcinoma incidence (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0009442,http://purl.obolibrary.org/obo/HP_0025274,lexical,increased ovarian teratoma incidence (MPO),Ovarian dermoid cyst (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0025274,http://purl.obolibrary.org/obo/MP_0009442,lexical,Ovarian dermoid cyst (HPO),increased ovarian teratoma incidence (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0008000,http://purl.obolibrary.org/obo/HP_0100615,lexical,increased ovary tumor incidence (MPO),Ovarian neoplasm (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0100615,http://purl.obolibrary.org/obo/MP_0008000,lexical,Ovarian neoplasm (HPO),increased ovary tumor incidence (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0000273,http://purl.obolibrary.org/obo/HP_0002623,lexical,overriding aortic valve (MPO),Overriding aorta (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0002623,http://purl.obolibrary.org/obo/MP_0000273,lexical,Overriding aorta (HPO),overriding aortic valve (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0012861,http://purl.obolibrary.org/obo/MP_0002996,lexical,Ovotestis (HPO),ovotestis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0002996,http://purl.obolibrary.org/obo/HP_0012861,lexical,ovotestis (MPO),Ovotestis (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0003717,http://purl.obolibrary.org/obo/HP_0000980,lexical,pallor (MPO),Pallor (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000980,http://purl.obolibrary.org/obo/MP_0003717,lexical,Pallor (HPO),pallor (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0100540,http://purl.obolibrary.org/obo/MP_0006167,lexical,Palpebral edema (HPO),eyelid edema (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0006167,http://purl.obolibrary.org/obo/HP_0100540,lexical,eyelid edema (MPO),Palpebral edema (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0030939,http://purl.obolibrary.org/obo/MP_0006162,lexical,Palpebral thickening (HPO),thick eyelids (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0006162,http://purl.obolibrary.org/obo/HP_0030939,lexical,thick eyelids (MPO),Palpebral thickening (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0003655,http://purl.obolibrary.org/obo/HP_0100801,lexical,absent pancreas (MPO),Pancreatic aplasia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0100801,http://purl.obolibrary.org/obo/MP_0003655,lexical,Pancreatic aplasia (HPO),absent pancreas (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0014108,http://purl.obolibrary.org/obo/HP_0005213,lexical,calcified pancreas (MPO),Pancreatic calcification (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0005213,http://purl.obolibrary.org/obo/MP_0014108,lexical,Pancreatic calcification (HPO),calcified pancreas (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003336,http://purl.obolibrary.org/obo/HP_0001737,lexical,pancreas cysts (MPO),Pancreatic cysts (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0001737,http://purl.obolibrary.org/obo/MP_0003336,lexical,Pancreatic cysts (HPO),pancreas cysts (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0001944,http://purl.obolibrary.org/obo/HP_0005232,lexical,abnormal pancreas morphology (MPO),Pancreatic dysplasia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0005232,http://purl.obolibrary.org/obo/MP_0001944,lexical,Pancreatic dysplasia (HPO),abnormal pancreas morphology (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0100732,http://purl.obolibrary.org/obo/MP_0003334,lexical,Pancreatic fibrosis (HPO),pancreas fibrosis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003334,http://purl.obolibrary.org/obo/HP_0100732,lexical,pancreas fibrosis (MPO),Pancreatic fibrosis (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0009110,http://purl.obolibrary.org/obo/HP_0006277,lexical,pancreas hyperplasia (MPO),Pancreatic hyperplasia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0006277,http://purl.obolibrary.org/obo/MP_0009110,lexical,Pancreatic hyperplasia (HPO),pancreas hyperplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0002594,http://purl.obolibrary.org/obo/MP_0009111,lexical,Pancreatic hypoplasia (HPO),pancreas hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0009111,http://purl.obolibrary.org/obo/HP_0002594,lexical,pancreas hypoplasia (MPO),Pancreatic hypoplasia (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0001869,http://purl.obolibrary.org/obo/HP_0001733,lexical,pancreas inflammation (MPO),Pancreatitis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0001733,http://purl.obolibrary.org/obo/MP_0001869,lexical,Pancreatitis (HPO),pancreas inflammation (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0001876,http://purl.obolibrary.org/obo/MP_0005152,lexical,Pancytopenia (HPO),pancytopenia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0005152,http://purl.obolibrary.org/obo/HP_0001876,lexical,pancytopenia (MPO),Pancytopenia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0012490,http://purl.obolibrary.org/obo/MP_0011164,lexical,Panniculitis (HPO),panniculitis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0011164,http://purl.obolibrary.org/obo/HP_0012490,lexical,panniculitis (MPO),Panniculitis (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0006223,http://purl.obolibrary.org/obo/HP_0001085,lexical,optic nerve swelling (MPO),Papilledema (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0001085,http://purl.obolibrary.org/obo/MP_0006223,lexical,Papilledema (HPO),optic nerve swelling (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0001036,http://purl.obolibrary.org/obo/MP_0003427,lexical,Parakeratosis (HPO),parakeratosis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003427,http://purl.obolibrary.org/obo/HP_0001036,lexical,parakeratosis (MPO),Parakeratosis (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0000753,http://purl.obolibrary.org/obo/HP_0003470,lexical,paralysis (MPO),Paralysis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0003470,http://purl.obolibrary.org/obo/MP_0000753,lexical,Paralysis (HPO),paralysis (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0002385,http://purl.obolibrary.org/obo/MP_0009434,lexical,Paraparesis (HPO),paraparesis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0009434,http://purl.obolibrary.org/obo/HP_0002385,lexical,paraparesis (MPO),Paraparesis (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0010033,http://purl.obolibrary.org/obo/HP_0100588,lexical,paraphimosis (MPO),Paraphimosis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0100588,http://purl.obolibrary.org/obo/MP_0010033,lexical,Paraphimosis (HPO),paraphimosis (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0000860,http://purl.obolibrary.org/obo/MP_0003494,lexical,Parathyroid hypoplasia (HPO),parathyroid hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003494,http://purl.obolibrary.org/obo/HP_0000860,lexical,parathyroid hypoplasia (MPO),Parathyroid hypoplasia (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0030265,http://purl.obolibrary.org/obo/HP_0000242,lexical,parietal bossing (MPO),Parietal bossing (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000242,http://purl.obolibrary.org/obo/MP_0030265,lexical,Parietal bossing (HPO),parietal bossing (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0011850,http://purl.obolibrary.org/obo/MP_0013367,lexical,Parotitis (HPO),parotid gland inflammation (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0013367,http://purl.obolibrary.org/obo/HP_0011850,lexical,parotid gland inflammation (MPO),Parotitis (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0010442,http://purl.obolibrary.org/obo/HP_0010773,lexical,partial anomalous pulmonary venous connection (MPO),Partial anomalous pulmonary venous return (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0010773,http://purl.obolibrary.org/obo/MP_0010442,lexical,Partial anomalous pulmonary venous return (HPO),partial anomalous pulmonary venous connection (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0010633,http://purl.obolibrary.org/obo/MP_0008544,lexical,Partial anosmia (HPO),impaired olfaction (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0008544,http://purl.obolibrary.org/obo/HP_0010633,lexical,impaired olfaction (MPO),Partial anosmia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0011577,http://purl.obolibrary.org/obo/MP_0010414,lexical,Partial atrioventricular canal defect (HPO),partial atrioventricular septal defect (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0010414,http://purl.obolibrary.org/obo/HP_0011577,lexical,partial atrioventricular septal defect (MPO),Partial atrioventricular canal defect (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0004694,http://purl.obolibrary.org/obo/HP_0006443,lexical,absent patella (MPO),Patellar aplasia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0006443,http://purl.obolibrary.org/obo/MP_0004694,lexical,Patellar aplasia (HPO),absent patella (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030860,http://purl.obolibrary.org/obo/HP_0002999,lexical,patellar dislocation (MPO),Patellar dislocation (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0002999,http://purl.obolibrary.org/obo/MP_0030860,lexical,Patellar dislocation (HPO),patellar dislocation (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0001643,http://purl.obolibrary.org/obo/MP_0003139,lexical,Patent ductus arteriosus (HPO),patent ductus arteriosus (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003139,http://purl.obolibrary.org/obo/HP_0001643,lexical,patent ductus arteriosus (MPO),Patent ductus arteriosus (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0011852,http://purl.obolibrary.org/obo/HP_0010479,lexical,patent urachus (MPO),Patent urachus (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0010479,http://purl.obolibrary.org/obo/MP_0011852,lexical,Patent urachus (HPO),patent urachus (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0000767,http://purl.obolibrary.org/obo/MP_0012514,lexical,Pectus excavatum (HPO),pectus excavatum (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0012514,http://purl.obolibrary.org/obo/HP_0000767,lexical,pectus excavatum (MPO),Pectus excavatum (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000125,http://purl.obolibrary.org/obo/MP_0011361,lexical,Pelvic kidney (HPO),pelvic kidney (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0011361,http://purl.obolibrary.org/obo/HP_0000125,lexical,pelvic kidney (MPO),Pelvic kidney (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0004398,http://purl.obolibrary.org/obo/MP_0003301,lexical,Peptic ulcer (HPO),peptic ulcer (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003301,http://purl.obolibrary.org/obo/HP_0004398,lexical,peptic ulcer (MPO),Peptic ulcer (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0030758,http://purl.obolibrary.org/obo/MP_0030463,lexical,Periapical tooth abscess (HPO),apical tooth abscess (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030463,http://purl.obolibrary.org/obo/HP_0030758,lexical,apical tooth abscess (MPO),Periapical tooth abscess (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0005312,http://purl.obolibrary.org/obo/HP_0001698,lexical,pericardial effusion (MPO),Pericardial effusion (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0001698,http://purl.obolibrary.org/obo/MP_0005312,lexical,Pericardial effusion (HPO),pericardial effusion (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0001701,http://purl.obolibrary.org/obo/MP_0001857,lexical,Pericarditis (HPO),pericarditis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0001857,http://purl.obolibrary.org/obo/HP_0001701,lexical,pericarditis (MPO),Pericarditis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0011682,http://purl.obolibrary.org/obo/MP_0010418,lexical,Perimembranous ventricular septal defect (HPO),perimembraneous ventricular septal defect (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0010418,http://purl.obolibrary.org/obo/HP_0011682,lexical,perimembraneous ventricular septal defect (MPO),Perimembranous ventricular septal defect (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0004871,http://purl.obolibrary.org/obo/MP_0003316,lexical,Perineal fistula (HPO),perineal fistula (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003316,http://purl.obolibrary.org/obo/HP_0004871,lexical,perineal fistula (MPO),Perineal fistula (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000704,http://purl.obolibrary.org/obo/MP_0030132,lexical,Periodontitis (HPO),periodontium inflammation (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030132,http://purl.obolibrary.org/obo/HP_0000704,lexical,periodontium inflammation (MPO),Periodontitis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0100539,http://purl.obolibrary.org/obo/MP_0001788,lexical,Periorbital edema (HPO),periorbital edema (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0001788,http://purl.obolibrary.org/obo/HP_0100539,lexical,periorbital edema (MPO),Periorbital edema (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0030098,http://purl.obolibrary.org/obo/HP_0000629,lexical,periorbital fullness (MPO),Periorbital fullness (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000629,http://purl.obolibrary.org/obo/MP_0030098,lexical,Periorbital fullness (HPO),periorbital fullness (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0000921,http://purl.obolibrary.org/obo/HP_0011096,lexical,demyelination (MPO),Peripheral demyelination (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0011096,http://purl.obolibrary.org/obo/MP_0000921,lexical,Peripheral demyelination (HPO),demyelination (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0032200,http://purl.obolibrary.org/obo/MP_0011749,lexical,Perivascular fibrosis (HPO),perivascular fibrosis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0011749,http://purl.obolibrary.org/obo/HP_0032200,lexical,perivascular fibrosis (MPO),Perivascular fibrosis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0012621,http://purl.obolibrary.org/obo/MP_0003129,lexical,Persistent cloaca (HPO),persistent cloaca (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003129,http://purl.obolibrary.org/obo/HP_0012621,lexical,persistent cloaca (MPO),Persistent cloaca (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000967,http://purl.obolibrary.org/obo/MP_0008816,lexical,Petechiae (HPO),petechiae (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0008816,http://purl.obolibrary.org/obo/HP_0000967,lexical,petechiae (MPO),Petechiae (HPO),MP,HP
http://purl.obolibrary.org/obo/PHIPO_0000505,http://purl.obolibrary.org/obo/MGPO_0001001,lexical,phenotype (PHIPO),Phenotype (MGPO),PHIPO,MGPO
http://purl.obolibrary.org/obo/MGPO_0001001,http://purl.obolibrary.org/obo/PHIPO_0000505,lexical,Phenotype (MGPO),phenotype (PHIPO),MGPO,PHIPO
http://purl.obolibrary.org/obo/FYPO_0000001,http://purl.obolibrary.org/obo/FBcv_0001347,lexical,phenotype (FYPO),phenotype (DPO),FYPO,FBcv
http://purl.obolibrary.org/obo/FBcv_0001347,http://purl.obolibrary.org/obo/FYPO_0000001,lexical,phenotype (DPO),phenotype (FYPO),FBcv,FYPO
http://purl.obolibrary.org/obo/HP_0001741,http://purl.obolibrary.org/obo/MP_0003554,lexical,Phimosis (HPO),phimosis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003554,http://purl.obolibrary.org/obo/HP_0001741,lexical,phimosis (MPO),Phimosis (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0013787,http://purl.obolibrary.org/obo/HP_0000613,lexical,photophobia (MPO),Photophobia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000613,http://purl.obolibrary.org/obo/MP_0013787,lexical,Photophobia (HPO),photophobia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0006249,http://purl.obolibrary.org/obo/HP_0000667,lexical,phthisis bulbi (MPO),Phthisis bulbi (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000667,http://purl.obolibrary.org/obo/MP_0006249,lexical,Phthisis bulbi (HPO),phthisis bulbi (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0002013,http://purl.obolibrary.org/obo/HP_0030434,lexical,increased pilomatricoma incidence (MPO),Pilomatrixoma (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0030434,http://purl.obolibrary.org/obo/MP_0002013,lexical,Pilomatrixoma (HPO),increased pilomatricoma incidence (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0010799,http://purl.obolibrary.org/obo/MP_0013365,lexical,Pinealoma (HPO),increased pineal gland tumor incidence (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0013365,http://purl.obolibrary.org/obo/HP_0010799,lexical,increased pineal gland tumor incidence (MPO),Pinealoma (HPO),MP,HP
